ticker,model,rmse,mae,dir_acc,pred_std,pred_std_ratio,rmse_vs_naive_pct
ABL,LSTM(SmoothL1),0.06497976481921883,0.046080915304771035,0.591715976331361,0.0024267606423201853,0.037643891072576284,2.1561984350633296
ABM,Naive,0.04988202590833578,0.03452402731007874,0.0,0.0,0.0,0.0
ABM,Ridge,0.04992905149111621,0.034317196937113686,0.5650382577987051,0.0037562271487306623,0.07539813363133242,-0.09427360241312038
ABM,Huber,0.04987667320500826,0.03417616339929986,0.566804002354326,0.003652377343451841,0.07331357346338666,0.010730725607170795
ABM,RandomForest,0.050260848952534624,0.03491816969599378,0.5238375515008828,0.007547711527272116,0.15150397987414602,-0.7594379684878462
ABM,HistGradientBoosting,0.05040229044635483,0.03514451646311087,0.5179517363154797,0.010001279901743551,0.20075405683887998,-1.0429899919764707
ABM,XGBoost,0.05109541215504882,0.035841154836969924,0.5067686874632137,0.011997691756195352,0.2408277056958188,-2.432511961207802
ABM,LSTM(SmoothL1),0.04963956357964527,0.03417247175187521,0.5562095350206003,0.0032564609003545085,0.06536640741045449,0.48607153433596473
ABNB,Naive,0.0583917435314822,0.04407330605367437,0.0,0.0,0.0,0.0
ABNB,Ridge,0.05943101116602122,0.04484822053719921,0.5061728395061729,0.014830720797390826,0.25401794543797673,-1.7798194944781802
ABNB,Huber,0.06001625525632788,0.04532892631884746,0.5185185185185185,0.016955039848627527,0.2904029039455116,-2.7820914851939897
ABNB,RandomForest,0.060011007976615904,0.04529995713564566,0.4876543209876543,0.012150579437835722,0.20811296138910254,-2.7731051467244994
ABNB,HistGradientBoosting,0.06109665519900617,0.04659340675791883,0.5123456790123457,0.016604074388355667,0.28439163002593,-4.6323529730973085
ABNB,XGBoost,0.06111634391867324,0.04651089624630905,0.4876543209876543,0.015614471636123365,0.2674418902691111,-4.666071301196983
ABNB,LSTM(SmoothL1),0.0579304109985742,0.043627802235782095,0.5061728395061729,0.003632748629018418,0.06222107176329764,0.7900646649800318
ABOS,Naive,0.0800492588494958,0.06362791032344407,0.0,0.0,0.0,0.0
ABOS,Ridge,0.08212111849091769,0.06488840324161713,0.55,0.014335616701993901,0.185095921284449,-2.588230885831534
ABOS,Huber,0.08462064963602975,0.06660619172100213,0.5285714285714286,0.015954703517062328,0.2060009421080674,-5.7107221881077255
ABOS,RandomForest,0.08095067854461953,0.06418499597967366,0.55,0.012475675920277023,0.1610810874839247,-1.1260812505691309
ABOS,HistGradientBoosting,0.08197027405154714,0.06496585453095607,0.5071428571428571,0.014345351835871517,0.18522161755628458,-2.3997913655429577
ABOS,XGBoost,0.08245181493358308,0.06514399527696463,0.55,0.017342553246192847,0.22392031938759926,-3.001347068814756
ABOS,LSTM(SmoothL1),0.07662115474235547,0.059676736995418124,0.6285714285714286,0.0036767210026324736,0.04747239518433033,4.282493250294387
ABR,Naive,0.052497736330271154,0.03923374433771496,0.0,0.0,0.0,0.0
